ticker,period,category,price,support,resistance,dist_to_support_pct,dist_to_resistance_pct,volume_ratio,entry_trigger,entry_signal,signal_active,is_retest,retest_level,days_since_breakout,retest_worst_undercut_pct,tight_prior_base,prior_base_range_pct,company_name,sector,industry,description
NEXR,3mo,NEUTRAL,1.71,1.38,1.95,23.91,14.04,6.78,1.95,NO SIGNAL - next trigger is a close above 1.95,False,False,,,,,,,,,
NEXT,3mo,BREAKOUT_RALLY,6.87,6.66,6.89,3.15,0.29,1.53,6.89,ENTER - closed above 6.89 resistance on 1.53x volume,True,False,,,,False,12.75,,,,
NFE,3mo,NEUTRAL,12.22,0.33,14.46,3603.03,18.33,0.23,14.46,NO SIGNAL - next trigger is a close above 14.46,False,False,,,,,,,,,
NFG,3mo,NEAR_SUPPORT_BUY,80.92,79.15,83.57,2.24,3.27,4.92,79.15,ENTER - holding support at 79.15,True,False,,,,,,,,,
NFGC,3mo,NEUTRAL,1.84,1.74,1.96,5.75,6.52,2.23,1.96,NO SIGNAL - next trigger is a close above 1.96,False,False,,,,,,,,,
NFJ,3mo,RETEST_BUY,15.26,15.08,15.4,1.19,0.92,1.36,15.08,"ENTER - retest of 15.08 breakout level (8d ago), holding (tight prior base)",True,True,15.08,8.0,0.73,True,2.05,,,,
NFLX,3mo,BREAKOUT_RALLY,71.79,70.86,73.76,1.31,2.74,4.28,73.76,ENTER - closed above 73.76 resistance on 4.28x volume,True,False,,,,False,10.92,"Netflix, Inc.",Communication Services,Entertainment,"Netflix, Inc. provides entertainment services worldwide. The company offers television (TV) series, documentaries, feature films, games, and live programming across various genres and languages. It also provides members the ability to receive streaming content through a host of internet-connected devices, including TVs, digital video players, TV set-top boxes, and mobile devices. Netflix, Inc. was"
NG,3mo,NEUTRAL,7.27,6.81,8.05,6.75,10.73,2.26,8.05,NO SIGNAL - next trigger is a close above 8.05,False,False,,,,,,,,,
NGEN,3mo,BREAKOUT_RALLY,2.05,1.85,2.06,10.81,0.49,1.9,2.06,ENTER - closed above 2.06 resistance on 1.9x volume,True,False,,,,False,14.7,,,,
NGG,3mo,RETEST_BUY,76.8,74.56,78.68,3.0,2.45,1.19,74.56,"ENTER - retest of 74.56 breakout level (11d ago), holding (tight prior base)",True,True,74.56,11.0,0.0,True,4.26,,,,
NGL,3mo,BREAKOUT_RALLY,16.05,15.59,16.3,2.95,1.56,1.91,16.3,ENTER - closed above 16.3 resistance on 1.91x volume,True,False,,,,False,15.51,,,,
NGNE,3mo,RETEST_BUY,32.09,31.83,32.97,0.82,2.74,6.06,31.83,"ENTER - retest of 31.83 breakout level (17d ago), holding",True,True,31.83,17.0,-0.09,False,27.51,,,,
NGS,3mo,BREAKOUT_RALLY,35.37,34.34,35.7,3.0,0.93,1.93,35.7,ENTER - closed above 35.7 resistance on 1.93x volume,True,False,,,,False,11.76,,,,
NGVC,3mo,NEAR_SUPPORT_BUY,30.98,30.47,32.79,1.67,5.84,2.61,30.47,ENTER - holding support at 30.47,True,False,,,,,,,,,
NGVT,3mo,RETEST_BUY,68.2,67.44,71.41,1.13,4.71,3.58,67.44,"ENTER - retest of 67.44 breakout level (35d ago), holding",True,True,67.44,35.0,1.5,False,8.92,,,,
NHC,3mo,NEUTRAL,222.11,215.27,231.24,3.18,4.11,5.11,231.24,NO SIGNAL - next trigger is a close above 231.24,False,False,,,,,,,,,
NHI,3mo,RETEST_BUY,67.8,67.98,74.73,-0.26,10.22,2.55,67.98,"ENTER - retest of 67.98 breakout level (1d ago), holding (tight prior base)",True,True,67.98,1.0,0.91,True,6.53,,,,
NHIC,3mo,BELOW_SUPPORT,8.67,9.4,10.69,-7.77,23.3,8.46,9.4,WAIT - needs to reclaim 9.4 before entry,False,False,,,,,,,,,
NHICU,3mo,NEAR_RESISTANCE_AVOID,11.97,11.79,11.99,1.53,0.17,1.05,11.99,WAIT - buy trigger is a close above 11.99,False,False,,,,,,,,,
NHIV,3mo,RETEST_BUY,10.05,9.96,10.1,0.9,0.5,1.2,9.96,"ENTER - retest of 9.96 breakout level (16d ago), holding (tight prior base)",True,True,9.96,16.0,-0.9,True,0.59,,,,
NHP,3mo,BREAKOUT_RALLY,16.0,15.66,16.14,2.17,0.88,7.26,16.14,ENTER - closed above 16.14 resistance on 7.26x volume (tight prior base),True,False,,,,True,7.88,,,,
NHPBP,3mo,NEAR_RESISTANCE_AVOID,25.33,25.16,25.4,0.68,0.28,1.84,25.4,WAIT - buy trigger is a close above 25.4,False,False,,,,,,,,,
NHS,3mo,RETEST_BUY,5.67,5.59,5.95,1.43,4.94,1.42,5.59,"ENTER - retest of 5.59 breakout level (4d ago), holding (tight prior base)",True,True,5.59,4.0,-0.0,True,2.36,,,,
NHTC,3mo,BELOW_SUPPORT,1.37,1.49,1.66,-8.05,21.17,1.22,1.49,WAIT - needs to reclaim 1.49 before entry,False,False,,,,,,,,,
NI,3mo,RETEST_BUY,40.58,40.35,41.3,0.57,1.77,1.99,40.35,"ENTER - retest of 40.35 breakout level (30d ago), holding",True,True,40.35,30.0,0.64,False,10.7,NiSource Inc,Utilities,Utilities - Regulated Gas,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. It operates in two segments, Columbia Operations and NIPSCO Operations. The company provides natural gas to residential, commercial, and industrial customers through approximately 37,300 miles of distribution main pipeline and the associated individual customer service l"
NIC,3mo,NEAR_RESISTANCE_AVOID,168.02,164.87,172.72,1.91,2.8,1.94,172.72,WAIT - buy trigger is a close above 172.72,False,False,,,,,,,,,
NICE,3mo,NEAR_RESISTANCE_AVOID,104.97,97.91,106.99,7.21,1.92,1.76,106.99,WAIT - buy trigger is a close above 106.99,False,False,,,,,,,,,
NICM,3mo,NEAR_SUPPORT_BUY,5.99,5.98,6.42,0.17,7.18,0.5,5.98,ENTER - holding support at 5.98,True,False,,,,,,,,,
NIE,3mo,RETEST_BUY,25.16,24.71,26.11,1.82,3.78,0.65,24.71,"ENTER - retest of 24.71 breakout level (7d ago), holding (tight prior base)",True,True,24.71,7.0,0.65,True,2.65,,,,
NIKI,3mo,RETEST_BUY,4.72,4.65,8.3,1.51,75.85,0.54,4.65,"ENTER - retest of 4.65 breakout level (9d ago), holding",True,True,4.65,9.0,0.04,False,34.48,,,,
NIM,3mo,RETEST_BUY,8.88,8.9,9.02,-0.22,1.58,5.0,8.9,"ENTER - retest of 8.9 breakout level (7d ago), holding (tight prior base)",True,True,8.9,7.0,1.46,True,1.94,,,,
NINE,3mo,NEAR_RESISTANCE_AVOID,10.55,10.14,10.71,4.04,1.52,0.49,10.71,WAIT - buy trigger is a close above 10.71,False,False,,,,,,,,,
NIO,3mo,NEUTRAL,3.66,3.55,3.79,3.1,3.55,0.68,3.79,NO SIGNAL - next trigger is a close above 3.79,False,False,,,,,,,,,
NIPG,3mo,NEUTRAL,13.8,13.01,16.51,6.07,19.64,0.66,16.51,NO SIGNAL - next trigger is a close above 16.51,False,False,,,,,,,,,
NIQ,3mo,NEUTRAL,18.19,17.5,18.96,3.94,4.23,1.8,18.96,NO SIGNAL - next trigger is a close above 18.96,False,False,,,,,,,,,
NIU,3mo,NEAR_RESISTANCE_AVOID,2.07,2.0,2.1,3.5,1.45,1.62,2.1,WAIT - buy trigger is a close above 2.1,False,False,,,,,,,,,
NIVF,3mo,RETEST_BUY,0.72,0.71,2.1,1.41,191.67,0.49,0.71,"ENTER - retest of 0.71 breakout level (23d ago), holding",True,True,0.71,23.0,1.41,False,49.35,,,,
NIXX,3mo,NEUTRAL,0.37,0.3,0.67,23.33,81.08,0.77,0.67,NO SIGNAL - next trigger is a close above 0.67,False,False,,,,,,,,,
NJR,3mo,RETEST_BUY,53.32,53.18,54.28,0.26,1.8,3.42,53.18,"ENTER - retest of 53.18 breakout level (30d ago), holding",True,True,53.18,30.0,0.94,False,10.14,,,,
NKE,3mo,RETEST_BUY,35.51,35.76,39.46,-0.7,11.12,1.89,35.76,"ENTER - retest of 35.76 breakout level (1d ago), holding",True,True,35.76,1.0,0.73,False,8.49,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells athletic footwear, apparel, equipment, accessories, and services for men, women, and kids in North America, Europe, the Middle East, Africa, Greater China, the Asia Pacific, and Latin America. The company offers its products under the NIKE, Jordan, Converse, Jumpman, Chuck Taylor, All Star, One Star, Star Chevron, an"
NKLR,3mo,RETEST_BUY,3.98,3.95,5.11,0.76,28.39,14.94,3.95,"ENTER - retest of 3.95 breakout level (1d ago), holding",True,True,3.95,1.0,-0.76,False,35.5,,,,
NKSH,3mo,NEAR_RESISTANCE_AVOID,42.59,42.0,43.31,1.4,1.69,1.24,43.31,WAIT - buy trigger is a close above 43.31,False,False,,,,,,,,,
NKTR,3mo,BREAKOUT_RALLY,67.1,65.75,67.96,2.05,1.28,4.2,67.96,ENTER - closed above 67.96 resistance on 4.2x volume,True,False,,,,False,16.8,,,,
NKTX,3mo,NEUTRAL,2.83,2.68,3.18,5.6,12.37,1.02,3.18,NO SIGNAL - next trigger is a close above 3.18,False,False,,,,,,,,,
NKX,3mo,RETEST_BUY,11.29,11.23,12.09,0.53,7.09,1.63,11.23,"ENTER - retest of 11.23 breakout level (1d ago), holding (tight prior base)",True,True,11.23,1.0,-0.36,True,5.88,,,,
NL,3mo,NEAR_RESISTANCE_AVOID,6.86,6.49,6.93,5.7,1.02,1.31,6.93,WAIT - buy trigger is a close above 6.93,False,False,,,,,,,,,
NLOP,3mo,BELOW_SUPPORT,10.48,10.63,11.46,-1.41,9.35,3.52,10.63,WAIT - needs to reclaim 10.63 before entry,False,False,,,,,,,,,
NLY,3mo,RETEST_BUY,21.05,21.08,23.11,-0.14,9.79,2.46,21.08,"ENTER - retest of 21.08 breakout level (3d ago), holding (tight prior base)",True,True,21.08,3.0,0.19,True,6.71,,,,
NMAD,3mo,NEUTRAL,3.61,3.5,4.55,3.14,26.04,1.41,4.55,NO SIGNAL - next trigger is a close above 4.55,False,False,,,,,,,,,
NMAI,3mo,RETEST_BUY,14.1,13.88,14.54,1.59,3.12,0.84,13.88,"ENTER - retest of 13.88 breakout level (3d ago), holding (tight prior base)",True,True,13.88,3.0,1.15,True,3.23,,,,
NMAX,3mo,RETEST_BUY,10.32,10.2,11.22,1.18,8.72,4.69,10.2,"ENTER - retest of 10.2 breakout level (5d ago), holding",True,True,10.2,5.0,0.78,False,10.13,,,,
NMCO,3mo,RETEST_BUY,9.7,9.63,9.85,0.73,1.55,1.5,9.63,"ENTER - retest of 9.63 breakout level (1d ago), holding",True,True,9.63,1.0,0.1,False,10.1,,,,
NMFC,3mo,BREAKOUT_RALLY,6.99,6.89,7.03,1.45,0.57,1.85,7.03,ENTER - closed above 7.03 resistance on 1.85x volume (tight prior base),True,False,,,,True,5.77,,,,
NMFCZ,3mo,NEAR_RESISTANCE_AVOID,25.35,24.99,25.45,1.44,0.39,0.15,25.45,WAIT - buy trigger is a close above 25.45,False,False,,,,,,,,,
NMG,3mo,NEAR_SUPPORT_BUY,1.39,1.36,1.45,2.21,4.32,1.11,1.36,ENTER - holding support at 1.36,True,False,,,,,,,,,
NMI,3mo,BELOW_SUPPORT,9.7,9.81,10.52,-1.12,8.45,1.59,9.81,WAIT - needs to reclaim 9.81 before entry,False,False,,,,,,,,,
NMIH,3mo,NEAR_RESISTANCE_AVOID,42.9,41.62,43.35,3.08,1.05,2.68,43.35,WAIT - buy trigger is a close above 43.35,False,False,,,,,,,,,
NML,3mo,RETEST_BUY,10.56,10.35,10.82,2.03,2.46,2.22,10.35,"ENTER - retest of 10.35 breakout level (1d ago), holding (tight prior base)",True,True,10.35,1.0,-1.06,True,5.24,,,,
NMM,3mo,NEAR_RESISTANCE_AVOID,92.96,89.64,93.7,3.7,0.8,0.92,93.7,WAIT - buy trigger is a close above 93.7,False,False,,,,,,,,,
NMP,3mo,BREAKOUT_RALLY,10.39,10.31,10.39,0.78,0.0,3.12,10.39,ENTER - closed above 10.39 resistance on 3.12x volume (tight prior base),True,False,,,,True,0.43,,,,
NMR,3mo,NEAR_RESISTANCE_AVOID,10.07,9.77,10.36,3.07,2.88,0.96,10.36,WAIT - buy trigger is a close above 10.36,False,False,,,,,,,,,
NMRA,3mo,BELOW_SUPPORT,0.73,0.76,1.71,-3.95,134.25,4.38,0.76,WAIT - needs to reclaim 0.76 before entry,False,False,,,,,,,,,
NMRK,3mo,BELOW_SUPPORT,13.94,13.95,15.36,-0.07,10.19,4.12,13.95,WAIT - needs to reclaim 13.95 before entry,False,False,,,,,,,,,
NMS,3mo,RETEST_BUY,10.2,10.31,10.65,-1.07,4.41,2.07,10.31,"ENTER - retest of 10.31 breakout level (8d ago), holding (tight prior base)",True,True,10.31,8.0,1.45,True,5.82,,,,
NMT,3mo,RETEST_BUY,11.17,10.92,12.7,2.29,13.7,1.29,10.92,"ENTER - retest of 10.92 breakout level (2d ago), holding",True,True,10.92,2.0,-0.46,False,12.49,,,,
NMTC,3mo,NEAR_SUPPORT_BUY,1.39,1.38,1.98,0.72,42.45,0.46,1.38,ENTER - holding support at 1.38,True,False,,,,,,,,,
NMZ,3mo,RETEST_BUY,9.43,9.24,9.55,2.06,1.27,0.95,9.24,"ENTER - retest of 9.24 breakout level (2d ago), holding (tight prior base)",True,True,9.24,2.0,-1.08,True,7.19,,,,
NN,3mo,NEUTRAL,14.22,12.11,15.71,17.42,10.48,2.73,15.71,NO SIGNAL - next trigger is a close above 15.71,False,False,,,,,,,,,
NNBR,3mo,NEAR_SUPPORT_BUY,3.31,3.29,3.64,0.61,9.97,1.52,3.29,ENTER - holding support at 3.29,True,False,,,,,,,,,
NNDM,3mo,BREAKOUT_RALLY,1.57,1.55,1.57,1.29,0.0,1.64,1.57,ENTER - closed above 1.57 resistance on 1.64x volume,True,False,,,,False,9.69,,,,
NNE,3mo,NEAR_SUPPORT_BUY,15.73,15.44,18.35,1.88,16.66,3.02,15.44,ENTER - holding support at 15.44,True,False,,,,,,,,,
NNI,3mo,NEAR_RESISTANCE_AVOID,126.07,123.72,128.7,1.9,2.09,1.6,128.7,WAIT - buy trigger is a close above 128.7,False,False,,,,,,,,,
NNN,3mo,RETEST_BUY,41.55,41.4,46.79,0.36,12.61,2.47,41.4,"ENTER - retest of 41.4 breakout level (11d ago), holding (tight prior base)",True,True,41.4,11.0,0.24,True,3.67,,,,
NNNN,3mo,NEAR_SUPPORT_BUY,5.25,5.25,8.98,0.0,71.05,1.29,5.25,ENTER - holding support at 5.25,True,False,,,,,,,,,
NNOX,3mo,NEUTRAL,0.73,0.67,0.96,8.96,31.51,0.58,0.96,NO SIGNAL - next trigger is a close above 0.96,False,False,,,,,,,,,
NNVC,3mo,NEAR_RESISTANCE_AVOID,1.42,1.3,1.45,9.23,2.11,3.63,1.45,WAIT - buy trigger is a close above 1.45,False,False,,,,,,,,,
NNY,3mo,RETEST_BUY,7.82,7.75,8.37,0.9,7.03,1.18,7.75,"ENTER - retest of 7.75 breakout level (4d ago), holding (tight prior base)",True,True,7.75,4.0,0.0,True,3.34,,,,
NOA,3mo,RETEST_BUY,12.7,12.7,13.48,0.0,6.14,0.39,12.7,"ENTER - retest of 12.7 breakout level (4d ago), holding (tight prior base)",True,True,12.7,4.0,0.24,True,4.85,,,,
NOAH,3mo,RETEST_BUY,8.1,7.97,8.98,1.63,10.86,1.01,7.97,"ENTER - retest of 7.97 breakout level (21d ago), holding",True,True,7.97,21.0,0.0,False,9.05,,,,
NOC,3mo,NEAR_RESISTANCE_AVOID,527.39,514.98,536.62,2.41,1.75,1.67,536.62,WAIT - buy trigger is a close above 536.62,False,False,,,,,,Northrop Grumman Corporation,Industrials,Aerospace & Defense,"Northrop Grumman Corporation operates as an aerospace and defense technology company in the United States, Asia/Pacific, Europe, and internationally. It operates through four segments: Aeronautics Systems, Defense Systems, Mission Systems and Space Systems. The Aeronautics Systems segment designs, develops, produces, integrates, sustains, and modernizes aircraft systems. This segment also offers u"
NODK,3mo,RETEST_BUY,14.95,14.84,15.5,0.74,3.68,3.64,14.84,"ENTER - retest of 14.84 breakout level (9d ago), holding (tight prior base)",True,True,14.84,9.0,0.2,True,4.9,,,,
NOEM,3mo,RETEST_BUY,10.58,10.43,10.69,1.44,1.04,2.61,10.43,"ENTER - retest of 10.43 breakout level (31d ago), holding",True,True,10.43,31.0,-1.44,False,19.2,,,,
NOEMU,3mo,NEAR_RESISTANCE_AVOID,12.5,12.12,12.65,3.14,1.2,10.21,12.65,WAIT - buy trigger is a close above 12.65,False,False,,,,,,,,,
NOG,3mo,NEUTRAL,25.05,19.67,27.25,27.35,8.78,1.87,27.25,NO SIGNAL - next trigger is a close above 27.25,False,False,,,,,,,,,
NOK,3mo,NEUTRAL,10.68,9.8,11.15,8.98,4.4,2.23,11.15,NO SIGNAL - next trigger is a close above 11.15,False,False,,,,,,,,,
NOMA,3mo,NEUTRAL,1.6,1.3,2.47,23.08,54.38,3.13,2.47,NO SIGNAL - next trigger is a close above 2.47,False,False,,,,,,,,,
NOMD,3mo,NEUTRAL,10.66,9.69,12.08,10.01,13.32,0.87,12.08,NO SIGNAL - next trigger is a close above 12.08,False,False,,,,,,,,,
NOV,3mo,NEUTRAL,20.07,19.34,21.11,3.77,5.18,2.95,21.11,NO SIGNAL - next trigger is a close above 21.11,False,False,,,,,,,,,
NOVT,3mo,NEAR_SUPPORT_BUY,133.14,130.84,147.31,1.76,10.64,2.46,130.84,ENTER - holding support at 130.84,True,False,,,,,,,,,
NOVTU,3mo,RETEST_BUY,57.43,56.57,62.33,1.52,8.53,0.38,56.57,"ENTER - retest of 56.57 breakout level (20d ago), holding",True,True,56.57,20.0,0.0,False,22.08,,,,
NOW,3mo,NEUTRAL,135.47,130.39,148.59,3.9,9.68,1.19,148.59,NO SIGNAL - next trigger is a close above 148.59,False,False,,,,,,"ServiceNow, Inc.",Technology,Software - Application,"ServiceNow, Inc. provides cloud-based solution for digital workflows in the North America, Brazil, Europe, the Middle East and Africa, Asia Pacific, and internationally. The company provides asset management, integrated risk management, IT service management, Operational Technology management, Security Operations, strategic portfolio management, IT operations management products; customer service "
NP,3mo,NEUTRAL,29.79,28.2,32.49,5.64,9.06,2.43,32.49,NO SIGNAL - next trigger is a close above 32.49,False,False,,,,,,,,,
NPAC,3mo,NEAR_RESISTANCE_AVOID,10.47,10.41,10.49,0.58,0.19,13.89,10.49,WAIT - buy trigger is a close above 10.49,False,False,,,,,,,,,
NPACU,3mo,NEAR_RESISTANCE_AVOID,10.5,10.49,10.51,0.1,0.1,666.67,10.51,WAIT - buy trigger is a close above 10.51,False,False,,,,,,,,,
NPB,3mo,RETEST_BUY,16.45,16.58,17.5,-0.78,6.38,5.35,16.58,"ENTER - retest of 16.58 breakout level (6d ago), holding (tight prior base)",True,True,16.58,6.0,1.03,True,5.34,,,,
NPCE,3mo,NEUTRAL,14.28,13.79,14.86,3.55,4.06,1.87,14.86,NO SIGNAL - next trigger is a close above 14.86,False,False,,,,,,,,,
NPCT,3mo,RETEST_BUY,9.48,9.47,9.76,0.11,2.95,0.73,9.47,"ENTER - retest of 9.47 breakout level (7d ago), holding (tight prior base)",True,True,9.47,7.0,0.11,True,2.06,,,,
NPFD,3mo,RETEST_BUY,17.79,17.51,18.56,1.6,4.33,0.97,17.51,"ENTER - retest of 17.51 breakout level (4d ago), holding (tight prior base)",True,True,17.51,4.0,-0.01,True,3.8,,,,
NPK,3mo,NEUTRAL,148.58,142.55,157.42,4.23,5.95,3.24,157.42,NO SIGNAL - next trigger is a close above 157.42,False,False,,,,,,,,,
NPKI,3mo,RETEST_BUY,12.73,12.66,13.8,0.55,8.41,1.59,12.66,"ENTER - retest of 12.66 breakout level (12d ago), holding",True,True,12.66,12.0,0.16,False,9.18,,,,
NPO,3mo,NEAR_SUPPORT_BUY,292.5,285.51,306.32,2.45,4.72,2.97,285.51,ENTER - holding support at 285.51,True,False,,,,,,,,,
NPT,3mo,NEAR_RESISTANCE_AVOID,2.9,2.85,2.94,1.75,1.38,3.09,2.94,WAIT - buy trigger is a close above 2.94,False,False,,,,,,,,,
NPV,3mo,RETEST_BUY,9.74,9.68,10.89,0.62,11.81,1.47,9.68,"ENTER - retest of 9.68 breakout level (4d ago), holding (tight prior base)",True,True,9.68,4.0,-0.0,True,5.76,,,,
NPWR,3mo,NEAR_RESISTANCE_AVOID,1.83,1.77,1.84,3.39,0.55,1.2,1.84,WAIT - buy trigger is a close above 1.84,False,False,,,,,,,,,
NRC,3mo,NEUTRAL,20.56,19.92,21.83,3.21,6.18,3.1,21.83,NO SIGNAL - next trigger is a close above 21.83,False,False,,,,,,,,,
NRDS,3mo,NEAR_SUPPORT_BUY,9.05,8.81,9.75,2.72,7.73,1.66,8.81,ENTER - holding support at 8.81,True,False,,,,,,,,,
NRDY,3mo,NEUTRAL,8.97,8.58,9.5,4.55,5.91,1.08,9.5,NO SIGNAL - next trigger is a close above 9.5,False,False,,,,,,,,,
NREF,3mo,NEAR_RESISTANCE_AVOID,16.27,15.86,16.72,2.59,2.77,2.9,16.72,WAIT - buy trigger is a close above 16.72,False,False,,,,,,,,,
NRG,3mo,RETEST_BUY,103.66,105.13,117.39,-1.4,13.25,1.37,105.13,"ENTER - retest of 105.13 breakout level (31d ago), holding",True,True,105.13,31.0,1.56,False,23.4,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,"NRG Energy, Inc., together with its subsidiaries, operates as an energy and home services company in the United States and Canada. It operates through the Texas, East, West/Other, Vivint Smart Home, and Corporate Activities segments. The company offers retail electricity, energy management, demand response and virtual power plant programs, carbon offsets, smart home security, and automation servic"
NRGV,3mo,NEAR_RESISTANCE_AVOID,4.49,3.79,4.55,18.47,1.34,4.0,4.55,WAIT - buy trigger is a close above 4.55,False,False,,,,,,,,,
NRIM,3mo,NEAR_SUPPORT_BUY,25.44,24.88,26.35,2.25,3.58,2.04,24.88,ENTER - holding support at 24.88,True,False,,,,,,,,,
NRIX,3mo,NEAR_SUPPORT_BUY,25.44,24.95,26.81,1.96,5.39,2.26,24.95,ENTER - holding support at 24.95,True,False,,,,,,,,,
NRK,3mo,RETEST_BUY,9.71,9.66,10.56,0.52,8.75,1.1,9.66,"ENTER - retest of 9.66 breakout level (4d ago), holding (tight prior base)",True,True,9.66,4.0,0.0,True,5.78,,,,
NRO,3mo,RETEST_BUY,2.73,2.71,2.97,0.74,8.79,1.03,2.71,"ENTER - retest of 2.71 breakout level (8d ago), holding (tight prior base)",True,True,2.71,8.0,-0.0,True,4.79,,,,
NRP,3mo,NEAR_SUPPORT_BUY,109.28,108.07,115.29,1.12,5.5,0.58,108.07,ENTER - holding support at 108.07,True,False,,,,,,,,,
NRSN,3mo,NEUTRAL,6.35,0.74,7.5,758.11,18.11,0.03,7.5,NO SIGNAL - next trigger is a close above 7.5,False,False,,,,,,,,,
NRT,3mo,BREAKOUT_RALLY,8.86,8.55,8.98,3.63,1.35,1.96,8.98,ENTER - closed above 8.98 resistance on 1.96x volume (tight prior base),True,False,,,,True,6.14,,,,
NRUC,3mo,NEAR_SUPPORT_BUY,20.92,20.72,21.62,0.97,3.35,0.72,20.72,ENTER - holding support at 20.72,True,False,,,,,,,,,
NRXP,3mo,NEUTRAL,3.32,3.16,3.54,5.06,6.63,1.41,3.54,NO SIGNAL - next trigger is a close above 3.54,False,False,,,,,,,,,
NRXS,3mo,NEAR_RESISTANCE_AVOID,7.61,6.75,7.74,12.74,1.71,4.33,7.74,WAIT - buy trigger is a close above 7.74,False,False,,,,,,,,,
NSAIU,3mo,NEAR_RESISTANCE_AVOID,10.06,10.0,10.28,0.6,2.19,0.07,10.28,WAIT - buy trigger is a close above 10.28,False,False,,,,,,,,,
NSC,3mo,NEUTRAL,314.16,297.66,342.4,5.54,8.99,1.62,342.4,NO SIGNAL - next trigger is a close above 342.4,False,False,,,,,,Norfolk Southern Corporation,Industrials,Railroads,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States. The company transports agriculture, forest, and consumer products comprising soybeans, wheat, corn, fertilizers, livestock and poultry feed, food products, food oils, flour, sweeteners, ethanol, lumber and wood products, "
NSIT,3mo,RETEST_BUY,154.91,154.07,157.35,0.55,1.58,4.53,154.07,"ENTER - retest of 154.07 breakout level (2d ago), holding",True,True,154.07,2.0,1.46,False,9.97,,,,
NSLR,3mo,NEUTRAL,7.89,7.6,10.3,3.82,30.54,1.01,10.3,NO SIGNAL - next trigger is a close above 10.3,False,False,,,,,,,,,
NSLRL,3mo,NEAR_RESISTANCE_AVOID,24.94,24.67,25.15,1.09,0.84,3.79,25.15,WAIT - buy trigger is a close above 25.15,False,False,,,,,,,,,
NSP,3mo,NEUTRAL,50.31,48.31,51.85,4.14,3.06,4.13,51.85,NO SIGNAL - next trigger is a close above 51.85,False,False,,,,,,,,,
NSPR,3mo,RETEST_BUY,0.77,0.75,0.81,2.67,5.19,0.41,0.75,"ENTER - retest of 0.75 breakout level (23d ago), holding",True,True,0.75,23.0,1.33,False,46.78,,,,
NSRX,3mo,NEAR_RESISTANCE_AVOID,3.53,3.16,3.62,11.71,2.55,0.95,3.62,WAIT - buy trigger is a close above 3.62,False,False,,,,,,,,,
NSSC,3mo,NEAR_RESISTANCE_AVOID,36.13,35.07,36.54,3.02,1.13,1.22,36.54,WAIT - buy trigger is a close above 36.54,False,False,,,,,,,,,
NSTS,3mo,BREAKOUT_RALLY,14.06,13.99,14.08,0.5,0.14,2.25,14.08,ENTER - closed above 14.08 resistance on 2.25x volume (tight prior base),True,False,,,,True,1.42,,,,
NSYS,3mo,NEAR_SUPPORT_BUY,11.79,11.5,12.17,2.52,3.22,0.3,11.5,ENTER - holding support at 11.5,True,False,,,,,,,,,
NTAP,3mo,NEAR_RESISTANCE_AVOID,197.79,185.27,199.62,6.76,0.93,1.97,199.62,WAIT - buy trigger is a close above 199.62,False,False,,,,,,"NetApp, Inc.",Technology,Software - Infrastructure,"NetApp, Inc. provides a range of enterprise software, systems, and services that customers use to transform their data infrastructures in the United States, Canada, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Hybrid Cloud and Public Cloud. The company offers data management software, such as NetApp ONTAP, ONTAP One, NetApp Snapshot, NetAp"
NTB,3mo,RETEST_BUY,59.41,58.9,60.63,0.87,2.05,1.94,58.9,"ENTER - retest of 58.9 breakout level (23d ago), holding (tight prior base)",True,True,58.9,23.0,1.58,True,5.67,,,,
NTCL,3mo,NEUTRAL,2.02,1.91,2.1,5.76,3.96,0.32,2.1,NO SIGNAL - next trigger is a close above 2.1,False,False,,,,,,,,,
NTCT,3mo,BREAKOUT_RALLY,38.21,37.53,39.06,1.81,2.22,2.69,39.06,ENTER - closed above 39.06 resistance on 2.69x volume (tight prior base),True,False,,,,True,7.04,,,,
NTES,3mo,RETEST_BUY,116.19,114.43,119.84,1.54,3.14,0.61,114.43,"ENTER - retest of 114.43 breakout level (19d ago), holding",True,True,114.43,19.0,-0.68,False,11.32,,,,
NTGR,3mo,BREAKOUT_RALLY,21.71,21.63,22.21,0.37,2.3,1.99,22.21,ENTER - closed above 22.21 resistance on 1.99x volume,True,False,,,,False,10.21,,,,
NTHI,3mo,NEUTRAL,3.26,3.13,3.7,4.15,13.5,2.07,3.7,NO SIGNAL - next trigger is a close above 3.7,False,False,,,,,,,,,
NTIC,3mo,RETEST_BUY,7.55,7.59,8.16,-0.53,8.08,1.81,7.59,"ENTER - retest of 7.59 breakout level (5d ago), holding (tight prior base)",True,True,7.59,5.0,0.79,True,7.17,,,,
NTIP,3mo,NEAR_RESISTANCE_AVOID,1.56,1.47,1.6,6.12,2.56,0.94,1.6,WAIT - buy trigger is a close above 1.6,False,False,,,,,,,,,
